SAMPLES,STRUCTURE,INTERCEPT,TOPIC_1,TOPIC_2,SIGMA,TP,FP,TN,FN,PRECISION,RECALL,F1,ACCURACY
100,IFG,0.02807188970290135,0.9104438322717432,-0.9338488664332086,0.2551318326988162,2,0,3,0,1,1,1,1
500,STG,0.2638564408493257,-0.35031245178256737,0.566372734292318,0.3728939626858753,3,0,2,0,1,1,1,1
500,IFG,0.12729048247114472,-0.1197674267203466,-0.9799844690027345,0.4069538233864126,1,0,3,1,1,0.5,0.6666666666666666,0.8
1000,STG,0.16752263358795294,-0.07547552343136324,0.9551624828468497,0.46971996664483895,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.9809019633651166,-0.030303837029854785,-0.8803945389807103,0.9681734886050427,0,0,3,2,NaN,0,NaN,0.6
2500,STG,-0.11483745519452869,-0.9999340723484675,0.8670537164599127,0.22565160755165678,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,0.6918367212341763,0.638180144568813,-0.9517431801241175,0.25975135047098086,2,0,3,0,1,1,1,1
5000,STG,0.27485618574898507,0.3898079330984612,-0.02851683566448563,0.41559238587494346,3,0,2,0,1,1,1,1
5000,IFG,0.02563245467189675,0.970466034824844,-0.9576689562330845,0.2170512377248532,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.10617286774021578,-0.8360227170530186,0.9186030434491268,0.3397733213200445,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,0.29777175230346253,0.11600645875477297,-0.97469769515078,0.33078111579810376,2,1,2,0,0.6666666666666666,1,0.8,0.8
10000,STG,-0.9958556362704529,-0.9382532666380169,0.428331037306652,0.8430898079295968,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.32647249376643195,0.9143002613290558,-0.9589119725460391,0.29879197732037865,2,0,3,0,1,1,1,1
1,STG,-0.48571092467946864,0.2179290810858177,-0.5874021348812772,1.2570366964505113,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.3311213790774183,-0.3293725478287852,0.58973028781122,1.4983013215713639,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,0.20504478475473736,-0.914031238664954,0.25421063632576946,0.450336984838596,3,0,2,0,1,1,1,1
5,IFG,0.624244809888729,0.3553529085821636,0.6888982502857209,1.9741058332690375,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.9438333369780918,-0.5201048811431439,-0.3961890255481613,1.595326806577441,0,0,2,3,NaN,0,NaN,0.4
10,IFG,0.964107925543293,0.48510569861236974,0.12601827749932093,0.9111180657136995,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,0.36969259684221295,0.09706599773695349,0.27576141524286446,0.4920157014695255,3,0,2,0,1,1,1,1
50,IFG,-0.362434568733796,0.45322731160361185,0.7894909113219005,1.404806391717413,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.9850968079523893,0.4286798645054457,0.1062559240931738,0.8593611478880505,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.2929133448402996,-0.4083581166691174,-0.9962542095388961,1.2924852991647833,0,0,3,2,NaN,0,NaN,0.6
500,STG,-0.13526251752635798,-0.21932039164042175,0.5040458311073954,0.6017567882967916,0,0,2,3,NaN,0,NaN,0.4
500,IFG,0.05727279192880773,-0.14265356621270125,-0.7654237098614384,0.8444868494128916,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.037698584383883835,-0.9985218688393708,0.7686255185074593,0.29652902765683326,3,0,2,0,1,1,1,1
1000,IFG,0.7851107656284358,0.9547254598992688,-0.9848939008191292,0.7733447098856137,2,0,3,0,1,1,1,1
2500,STG,0.19160017697464027,0.5722234226176045,0.8093846026705572,0.43743666092652655,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.19695941811693912,0.9807703091101174,-0.9902106581286686,0.5435377409416289,2,0,3,0,1,1,1,1
5000,STG,-0.9997793946267661,0.21112376028600058,0.4240032938696444,0.5830864554555268,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,0.10133158194686083,-0.5678861365989956,-0.8617496027701518,0.47602694197217343,0,0,3,2,NaN,0,NaN,0.6
7500,STG,0.40330093099506686,-0.021933657094486386,0.6327345902176769,0.23790811317780575,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,-0.8604143334352974,-0.5531105820587212,-0.8453713640676472,0.3644873302351004,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.9073914557565103,-0.835244408861993,-0.46719585655680324,0.4403913705699519,3,0,2,0,1,1,1,1
10000,IFG,-0.1193898715442479,0.916187595400056,-0.9882887666743374,0.2933629501474698,2,0,3,0,1,1,1,1
1,STG,-0.09388916959224014,-0.6072045895755123,-0.726055101661031,0.6294304289565482,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.9082326023915637,-0.6149722169746936,-0.8240155853096813,0.5405124172155307,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,0.7230024666253191,0.2959724827237036,0.4849189405460488,0.44877491933415603,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.7914587080049578,-0.9978463339763358,-0.8757639829665878,1.2502629035629782,0,0,3,2,NaN,0,NaN,0.6
10,STG,0.5631647638582651,-0.6506479988779109,0.8692155441501518,0.6460204237589173,3,0,2,0,1,1,1,1
10,IFG,0.8688149461651302,0.9018877596128805,-0.5228410944287487,1.1630335083192898,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,0.825369897464235,-0.18442240065930252,-0.9857512862233015,0.6021830764695636,0,2,0,3,0,0,0,0
50,IFG,-0.48298526663328845,0.7455624762738291,-0.15588794185536947,0.17203166577903284,2,0,3,0,1,1,1,1
100,STG,-0.6454884967143388,0.11472485048882211,0.6621196200415014,0.43674748771955435,3,0,2,0,1,1,1,1
100,IFG,-0.03264461654903032,-0.3514036398085472,-0.7107238168361639,0.9318611323869264,0,3,0,2,0,0,0,0
500,STG,-0.6424599044060747,-0.06850406167156806,0.9658742508942224,0.4186933472332825,3,0,2,0,1,1,1,1
500,IFG,0.05732440257603129,0.9564286205454823,-0.9647301741789682,0.16881470308764998,2,0,3,0,1,1,1,1
1000,STG,0.2743461877107604,-0.7798324800024283,-0.25392008087159695,0.2748328973019272,3,0,2,0,1,1,1,1
1000,IFG,0.3031709272264438,-0.8249535171067229,-0.8717054008194136,0.5003327282677255,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.966137703690072,-0.6633003433932494,-0.6458742000799076,0.2481469422126942,3,0,2,0,1,1,1,1
2500,IFG,0.24894196588986958,0.999568181569716,-0.9945258383140484,0.3068257832244384,2,0,3,0,1,1,1,1
5000,STG,-0.026278476904263985,-0.911374636596074,-0.9560202052048474,0.4987789349042374,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,-0.05490487112342447,0.944724925772905,-0.8376070919271997,0.3573859695568605,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,0.9188815033059474,-0.06925342301190932,0.66748426056352,0.24637754118295963,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.9341244761215678,0.7041684860527037,-0.9686032703271021,0.3114890133446463,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.4574220499420854,-0.9008095904744391,0.9217783192333131,0.2627442651344111,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.9998498522373718,-0.5284267230855721,-0.9634405633650034,0.4837496473164006,2,0,3,0,1,1,1,1
1,STG,0.6208208071001389,-0.9488098204262361,-0.56801859116601,0.1471309526603526,3,0,2,0,1,1,1,1
1,IFG,0.09205563277544726,-0.30486376063001286,0.14933081716738483,1.0815690326392962,0,3,0,2,0,0,0,0
5,STG,-0.11714333850961722,0.2531383712226359,0.34567214371360766,0.21225099757747062,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.0562946240486788,0.6972866507216511,0.9759698938896317,1.3286767061116809,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.9859326521510977,0.20274419039692676,-0.99322371535934,1.7649917820051018,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.3734370167215396,-0.7684738634400187,-0.20920899421414063,0.4147926502220821,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.3456678776863106,-0.11338465646099417,-0.8624717329231679,1.8670670954706239,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.808984672701618,-0.13584928078924668,-0.8999874968711712,0.39685040248055053,0,0,3,2,NaN,0,NaN,0.6
100,STG,-0.6685993152795331,-0.900203166857702,0.9504596166670684,0.44694711967556455,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.6323355763161699,0.9382632132575592,-0.7374969112918843,1.7740738138458263,2,0,3,0,1,1,1,1
500,STG,0.5985712739039869,-0.460793376932448,-0.09771115590406451,0.47841787663521473,0,2,0,3,0,0,0,0
500,IFG,-0.6570281790204753,0.8532296190961808,-0.5427460692857855,0.3016456959699901,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,-0.5657737747089742,-0.2998970472610203,0.5790224941613364,0.2524823480900808,1,0,2,2,1,0.3333333333333333,0.5,0.6
1000,IFG,0.16257081423201325,0.3340973837398866,-0.9246245273693554,0.3290616129172028,2,0,3,0,1,1,1,1
2500,STG,0.022794487876241123,-0.6623427335633545,0.8965352698557026,0.2909369456809599,3,0,2,0,1,1,1,1
2500,IFG,-0.08888291779122132,0.9206760485988452,-0.8901106406285088,0.28201652776934527,2,0,3,0,1,1,1,1
5000,STG,0.9869611899777043,-0.8648119998662595,0.9266932565975178,0.34447920130534243,0,2,0,3,0,0,0,0
5000,IFG,-0.9819322200877441,-0.4425135310410054,0.29714089256372833,0.5812952160057225,2,1,2,0,0.6666666666666666,1,0.8,0.8
7500,STG,0.5872599441090038,-0.9543816122250728,0.6751232988192334,0.2724892161025246,1,0,2,2,1,0.3333333333333333,0.5,0.6
7500,IFG,-0.9879746049427168,-0.9755941957657496,-0.01329294537593801,0.40683847002140505,0,0,3,2,NaN,0,NaN,0.6
10000,STG,-0.1586456205060616,-0.34024168115736364,0.9067995863792518,0.35998436095142233,3,0,2,0,1,1,1,1
10000,IFG,-0.9941913070584723,0.7550723353030173,-0.9162698028339661,0.2469497843701921,2,0,3,0,1,1,1,1
1,STG,0.17925344177385627,-0.17040199879244122,0.12442692569373914,0.3930973084884104,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.7263221519101459,0.8537173171706764,0.6446010073036846,0.025891057706515674,2,0,3,0,1,1,1,1
5,STG,0.9445928969395847,-0.3452885327044207,0.6147393953478526,0.4085776660059133,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.7180406057510775,0.8280951764237103,0.5654281711079875,1.8440614130196176,2,0,3,0,1,1,1,1
10,STG,-0.5665583702227374,-0.4737612664180429,0.9081889217575848,0.2797036249751862,3,0,2,0,1,1,1,1
10,IFG,-0.355811087051227,-0.2054439382512395,0.03865246206126692,0.8993233328234427,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.7027091270198088,-0.9315955136013192,0.0712094230824275,1.489758085979862,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.5750928851542256,0.06781546068040899,-0.7388582364775231,0.36440022308299586,2,0,3,0,1,1,1,1
100,STG,0.8903520382567205,0.4790748250720095,0.41867310733066393,1.0397219804569504,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,0.1285038105980421,-0.5265621036469118,0.9695168594861526,1.2541937878448808,0,3,0,2,0,0,0,0
500,STG,-0.1817531942299154,-0.9561993564237998,0.9997560213816497,0.39496707100725537,3,0,2,0,1,1,1,1
500,IFG,0.5770584564849441,0.9908902413014864,-0.13035149647709443,0.4022850920569714,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.9838932669301466,0.5281998523128639,-0.1864011018017046,0.36175225689557644,0,0,2,3,NaN,0,NaN,0.4
1000,IFG,-0.4147083297600056,0.8142856573463682,-0.756753393415148,0.3270395400085982,2,0,3,0,1,1,1,1
2500,STG,0.6541147008464454,-0.8267006699343704,0.9494644802738652,0.455817740472469,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.1384540094557587,0.9318578645396655,-0.7142198987902509,0.7340076101593919,2,0,3,0,1,1,1,1
5000,STG,0.6869935242537946,-0.9950692365866716,0.48873135703744575,0.2742520038763403,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,0.9722599026178176,0.6074788682513066,-0.6860646148776289,0.5022111896914201,0,3,0,2,0,0,0,0
7500,STG,0.9943037786746409,-0.8714742764520824,-0.6166015950927469,0.43158321961838414,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.3570163202363665,-0.6870008170963211,-0.9932295495198249,1.0052454346103925,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.7356956139668475,-0.8790623216691622,0.9090910121631561,0.36539936309192894,3,0,2,0,1,1,1,1
10000,IFG,0.8955326776175614,0.805201072057448,-0.6243860613236729,0.6957676961577088,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,0.6448355273090458,-0.2909073585803612,0.0776512448114346,0.2147271656679437,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.21585832171093777,0.8657613992696156,0.05610518679891374,0.270646835779978,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.983028237131188,0.2367422450861488,0.755732203726683,1.3596195066025007,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.405614860482966,-0.8427929192885344,-0.4921672771421898,1.381181886120355,0,0,3,2,NaN,0,NaN,0.6
10,STG,0.0399166854391932,0.8109341495930964,0.2820257419170968,0.4078309838180449,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,0.37922196118434615,-0.8397514861357915,-0.651433256944683,1.0106766900326836,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.9545682802739492,-0.9430944102446849,0.31008549748599945,1.7181394794702767,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.08800296905721476,-0.8731654216772995,0.17128800653389636,1.5450289192408433,0,3,0,2,0,0,0,0
100,STG,0.7943227186736586,-0.6174420649353317,-0.9579631169533771,0.9461478476340577,0,2,0,3,0,0,0,0
100,IFG,0.4291461232674434,0.7646359893720184,-0.008344156200657454,0.6848918234599266,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,-0.053381544392304935,-0.15692902654346808,0.9695501929771626,0.29515674365819283,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.21521247726529869,0.6180240368463289,-0.8976999438969908,0.34993785675997024,2,0,3,0,1,1,1,1
1000,STG,0.27459107283922524,0.6582001016196677,0.512176413169049,0.4193605567252408,0,2,0,3,0,0,0,0
1000,IFG,-0.9803563803388701,0.8136445154200591,-0.8154860697101628,0.9800561949317643,0,0,3,2,NaN,0,NaN,0.6
2500,STG,-0.9425053364718698,-0.9410087227695658,0.9400945296060114,0.5414328617656787,3,0,2,0,1,1,1,1
2500,IFG,-0.3756808798319903,0.6351789255405363,0.18048998853832035,0.651318908930997,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,-0.3724590657695834,-0.5393022696042601,0.9407907317134385,0.24001087136733065,3,0,2,0,1,1,1,1
5000,IFG,-0.06972151939119371,0.6828140139087056,-0.38292106511669954,0.34815727588044837,0,0,3,2,NaN,0,NaN,0.6
7500,STG,-0.554694872832325,-0.4408169540016862,0.980334321267518,0.39391384838010823,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,-0.048739332769459645,0.9996940146279363,-0.861898522294742,0.15759138701723094,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.6399815188888472,-0.999713384293974,0.7776541640035878,0.21638317051295403,3,0,2,0,1,1,1,1
10000,IFG,0.31640428388941827,0.8678532989591417,-0.5245339490353103,0.2128940348340398,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,-0.6845772950707673,-0.22034337928876413,-0.9210543074862168,0.2515618029429847,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.43059521706690285,0.8656346403921371,0.6255443558082283,1.3693031853058235,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,0.35808906670602003,-0.6501865329188327,0.11530109536994788,0.4332407354086247,3,0,2,0,1,1,1,1
5,IFG,-0.9742538216398496,0.5118408107336927,0.9147450442148595,0.8400642553898082,0,0,3,2,NaN,0,NaN,0.6
10,STG,0.058459341709902815,-0.3506996884190012,0.12207422503433718,1.1400659407715383,3,0,2,0,1,1,1,1
10,IFG,-0.5563425434794527,-0.9867426024946552,-0.23365772388068362,1.9531975398819394,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.26266071063499064,-0.7929650736339915,0.44689757998992674,0.3859530523792288,3,0,2,0,1,1,1,1
50,IFG,0.014459419176264199,0.5724893920191388,0.6540558011405226,1.6928481837044522,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.21223085211915335,-0.5937225104065317,0.005966206584895488,0.6782284876175133,3,0,2,0,1,1,1,1
100,IFG,-0.7525247992238562,-0.21518460531473643,0.9411825881765583,1.5790036995024885,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.9376207388964127,-0.9727099768854053,0.6119400132336064,0.6130818044088757,3,0,2,0,1,1,1,1
500,IFG,-0.6585482721746131,0.9516018284591885,-0.9889526356008068,0.2020158980644726,2,0,3,0,1,1,1,1
1000,STG,-0.09326659923930003,-0.29589861636358994,0.9955344359845549,0.3721917512261238,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.009803719483232318,-0.777026068643364,-0.4266173828639796,0.4679465055766268,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.8279165981422721,-0.9769025223264646,0.1710085383946562,0.3892275253872489,3,0,2,0,1,1,1,1
2500,IFG,-0.2299085118516586,0.6220267251803019,-0.7798119914874105,0.4952333561587491,2,0,3,0,1,1,1,1
5000,STG,-0.9663536446826287,-0.994432103559961,0.8836277041051573,1.0955114590702457,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,0.8446952258373006,0.11825465617114128,-0.9413500045016914,0.30332751213910575,0,0,3,2,NaN,0,NaN,0.6
7500,STG,-0.42875096918727995,-0.7921623237628971,0.9636437090680348,0.25162355091390526,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.21932216562899004,-0.4448171766327124,0.3243612353032808,0.47807056957738875,0,3,0,2,0,0,0,0
10000,STG,0.5012171284409632,0.13901579828497515,0.8917811551321873,0.24152956147213794,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.9893471930576554,0.6340238837057007,-0.9827904537452696,0.497533125611288,2,0,3,0,1,1,1,1
1,STG,0.452214825446664,0.8675307163991164,-0.5727927671087061,0.48927464622486794,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
1,IFG,-0.14933202290544134,0.23855284418633715,-0.5337655451815326,1.1618855087625541,2,0,3,0,1,1,1,1
5,STG,-0.46451632293124967,0.772618425894473,-0.8987604345020246,0.9562190062882263,0,2,0,3,0,0,0,0
5,IFG,-0.3674474082992363,0.3574175447313508,0.36647294608372505,0.5146902782013578,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.532639519791818,0.7819203822762751,-0.16171168243725412,1.5531529541630902,0,2,0,3,0,0,0,0
10,IFG,0.7177416313737202,-0.30984091835717126,-0.8810403039327588,0.31839336481953806,2,0,3,0,1,1,1,1
50,STG,-0.8419111266641713,-0.392294300693262,-0.434913577291865,0.9501431850116924,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.4893022968535594,0.18189968442726476,-0.8646968747288852,0.7140533073716566,2,0,3,0,1,1,1,1
100,STG,-0.4850138366896915,0.8972469159312011,0.2821557854859087,0.6077770533630381,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.45341438768673925,0.9985157182308579,-0.46032639023817856,1.0650436884815373,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,0.9836267616684762,0.36323972046568287,0.465558606237918,0.8804615134594435,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,0.27148790589815025,0.8348832996763602,-0.964374452722981,0.32442418657818684,2,0,3,0,1,1,1,1
1000,STG,0.8210675728948268,0.9436287040715552,-0.45762992299647254,0.5589822757367139,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
1000,IFG,-0.871723729236719,-0.024570213804786536,-0.07198520288539588,0.30067356100741666,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.34494395960202107,-0.7997500046907865,0.9061931624814024,0.35572531461885315,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,0.9405277111286716,-0.23853434303148036,-0.904811462647017,0.2594021133730393,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,0.9880317959025449,-0.9696128684328154,0.644396652400479,0.5367999049665154,3,0,2,0,1,1,1,1
5000,IFG,-0.9888555347598114,-0.24891998367974882,-0.9527801266708289,0.5075786469029534,0,0,3,2,NaN,0,NaN,0.6
7500,STG,-0.8821599667993437,0.7947312697231728,0.5851109686890985,0.41407221633353786,3,0,2,0,1,1,1,1
7500,IFG,-0.9887729536350152,0.9788179481741661,-0.6717575757501085,0.3131666246128489,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.159015730207838,-0.6888923708741513,0.9824052223973451,0.38841947897164686,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.9430334434342756,0.8372338498020602,-0.9947174879421103,0.18632141278114786,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.6471611000033008,0.32124181727055806,-0.9042068399130905,1.6587269015665216,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.128435956614263,0.24248096607397118,-0.4598122587534772,1.5497784507364067,2,0,3,0,1,1,1,1
5,STG,0.3993744111094562,-0.12085862040991985,-0.412225145289423,1.8530745137919662,1,2,0,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2
5,IFG,-0.5829841907115733,0.7621595167098211,0.6051437036741472,0.23601655377341757,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.6659129356647351,-0.8892748287405696,0.11478564700505035,0.5431360910821523,3,0,2,0,1,1,1,1
10,IFG,0.8396590859482504,-0.09979993037772078,-0.05513748293562619,0.5995055847839477,2,3,0,0,0.4,1,0.5714285714285714,0.4
50,STG,-0.7558011083859362,0.8157271438312955,0.9414362321112772,0.4411827911445294,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.26059302109924964,0.5260052686187126,0.051088467678040525,0.3855028590941175,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.6859267116342166,0.8322968155547052,0.5998665991594716,0.4612103569047195,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.3760769483138946,-0.8973307665228332,0.44636110864319256,1.350065981048274,0,2,1,2,0,0,0,0.2
500,STG,0.34456667002579044,0.1236356638133804,0.9106191261104407,0.9953937734045828,3,0,2,0,1,1,1,1
500,IFG,0.04649867667464985,0.18329088442286073,-0.29629601430394104,0.3887579070302212,0,0,3,2,NaN,0,NaN,0.6
1000,STG,0.007440620364275254,-0.9866558750249396,0.7140933559582231,0.21719564165149136,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.9186572255565475,0.14089614263772182,-0.7125275533581968,0.37162179057939937,2,0,3,0,1,1,1,1
2500,STG,0.36241690295509993,-0.6982805846476381,0.8817181813991841,0.19449428808365749,3,0,2,0,1,1,1,1
2500,IFG,-0.923557214288184,-0.7478766848705276,0.9909760245019426,0.9385667885542873,0,3,0,2,0,0,0,0
5000,STG,-0.7569647383035001,0.13621233933260188,0.9633435362133485,0.38896476519248924,3,0,2,0,1,1,1,1
5000,IFG,0.671656106891052,0.9539180045712561,-0.9683001210162034,0.41698310712079023,2,0,3,0,1,1,1,1
7500,STG,0.8576383735843225,0.9829121894282353,-0.9179368293812994,1.2796595655148497,3,0,2,0,1,1,1,1
7500,IFG,-0.9366984977146452,-0.998602054734896,0.8715265014345462,0.9053123031726372,0,0,3,2,NaN,0,NaN,0.6
