SAMPLES,STRUCTURE,INTERCEPT,TOPIC_1,TOPIC_2,SIGMA,TP,FP,TN,FN,PRECISION,RECALL,F1,ACCURACY
1000,IFG,-0.0558303744090303,0.47277078894973856,-0.5484853298711212,0.36157584075787874,2,1,2,0,0.6666666666666666,1,0.8,0.8
2500,STG,-0.9884000674001628,0.48927491278473045,-0.7387382978567132,0.43324975277368977,2,0,2,1,1,0.6666666666666666,0.8,0.8
2500,IFG,0.9603934132343517,-0.9024523804675117,-0.9314945847289631,0.8145719666548236,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,-0.34216447177651266,-0.7242317810093293,0.3974033768586445,0.3041661271079057,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,-0.4851469289289558,0.9567942079935774,-0.41933638568094544,0.30564042223062143,2,0,3,0,1,1,1,1
7500,STG,0.28481823830387726,-0.9413436731742275,0.9850364624159862,0.969912128541937,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.8831665982581232,0.9745652304047078,-0.4013250175031229,0.39498998327507107,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.48699322903268255,-0.9642615239410044,0.9242222841173018,0.293648589816462,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.8374948790405428,0.9857437450446943,-0.526921469136992,0.34385737522199705,2,0,3,0,1,1,1,1
1,STG,0.18290074376683707,0.5897886385313815,0.6244504158453621,1.394229793404968,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.9382724683039045,0.31599429684209435,0.39253228271791674,0.5414929350309787,0,0,3,2,NaN,0,NaN,0.6
5,STG,-0.1429401556711234,-0.114693252186959,-0.646972470004887,1.871991872411515,0,0,2,3,NaN,0,NaN,0.4
5,IFG,0.9791779026126015,0.7240621128041224,-0.26397907313711055,1.6592110529053725,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.04380288998210859,-0.5267227124975207,0.647656957191087,1.060741829359723,3,0,2,0,1,1,1,1
10,IFG,-0.9750761683219701,0.5891868103482987,-0.2904680549707431,0.4508836454635073,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.2530284374889938,-0.0520379703895038,0.05048946570595256,0.356370654913389,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.5549831425218985,-0.36232638379459275,-0.9420901399148743,0.5969865805058996,2,0,3,0,1,1,1,1
100,STG,-0.11447542752866649,0.14979890399961873,-0.927720713522451,0.9411989995654169,0,2,0,3,0,0,0,0
100,IFG,-0.5353400786111605,0.6446357639572858,0.16350062404752327,0.4793369874489072,0,2,1,2,0,0,0,0.2
500,STG,0.5864695957729986,-0.08640073816803366,0.5868337378732753,0.40353821721027516,3,0,2,0,1,1,1,1
500,IFG,0.2968386170395678,0.9760084502204424,-0.9816019001873993,0.23479667545726426,2,0,3,0,1,1,1,1
1000,STG,0.10807546701304507,0.9086414389972012,0.5100259237065459,0.4802521205565802,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,0.793168628767823,-0.5877715079559238,-0.7150933808312886,0.4824442768153876,0,0,3,2,NaN,0,NaN,0.6
2500,STG,-0.029804957084930653,-0.955856054091746,0.9414955897853725,0.2967496404959442,3,0,2,0,1,1,1,1
2500,IFG,-0.6569787465018451,0.931964184396775,-0.7382621538401295,0.3740327360931981,2,0,3,0,1,1,1,1
5000,STG,0.8508048222082161,-0.9557460530641754,0.17508844891952985,0.31119329370710125,3,0,2,0,1,1,1,1
5000,IFG,-0.3952664459330551,0.8819664283492681,-0.9399305916445604,0.19921355058863405,2,0,3,0,1,1,1,1
7500,STG,-0.6999610783920379,0.21231773428552342,0.9313823186438823,0.3405808558327391,3,0,2,0,1,1,1,1
7500,IFG,-0.3333496275642401,0.731996123416861,-0.9372633478394388,0.2616185915901474,2,0,3,0,1,1,1,1
10000,STG,0.18438883148298135,-0.9298487893865149,0.5826824600270393,0.2597223981110038,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.618003597398745,0.6389917961508091,-0.9235652918312076,0.3139687159363596,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.7003599521341588,-0.9195596911317794,-0.767605062874899,1.2403436896046882,0,0,2,3,NaN,0,NaN,0.4
1,IFG,0.5737102796090254,0.30929131065210314,0.8622639335876121,0.7030361234859613,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.8558227549490964,0.6920312992729936,0.1682600078312202,0.007505797184629515,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.46909990734434914,-0.0313547212296731,-0.2582122218952338,1.0589569622484423,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.5302895690672862,-0.20683650111715945,-0.25256898153016955,0.9995489278051815,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.929811166943832,0.9350962745603837,0.18773427969581763,1.7088070471354488,1,0,3,1,1,0.5,0.6666666666666666,0.8
50,STG,-0.35688803903686045,-0.6009832982659257,0.7507963592955013,0.7839656955078049,3,0,2,0,1,1,1,1
50,IFG,-0.44104313945851686,0.8052445331892035,0.3835874792607473,1.1368010151158647,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.6879316356283229,-0.6125852570135486,-0.31725232060211894,0.5324912408979804,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.8751015108350417,0.7127412701172198,-0.9267116827306537,0.5737864017276176,0,0,3,2,NaN,0,NaN,0.6
500,STG,0.2092305400393392,0.2177292702799791,-0.9666503041678757,0.6101405797277067,0,2,0,3,0,0,0,0
500,IFG,0.4026122225136417,0.22985013420979733,-0.9367546580495627,0.46425666145808153,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,0.9374677113575945,-0.9719375442263016,0.255187687204955,0.34247532523651797,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.1779841060941181,0.6276942213458403,-0.9590418443881761,0.27862107517834916,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.30594004471127123,-0.9392194999320332,-0.90754051934295,0.9598736944467203,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,-0.10958767024207676,0.9308024045999634,-0.8295719482073354,0.2366011460659786,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,0.09679934030354251,-0.8810726048315888,0.12258424156914363,0.7436393829835168,0,2,0,3,0,0,0,0
5000,IFG,0.48638990485753336,0.9435502844016179,-0.9994827085213934,0.2825605918961293,2,0,3,0,1,1,1,1
7500,STG,-0.9380511550371371,-0.979441537278744,0.889750044047052,0.5452535684011812,0,2,0,3,0,0,0,0
7500,IFG,-0.2929500800402366,0.9852977225549018,-0.7573723793638368,0.19140204113173837,2,0,3,0,1,1,1,1
10000,STG,-0.33436806384186585,0.9921863739809642,0.9545335716704737,0.5604286456719869,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,0.9900936326378252,0.283101886013551,-0.9037679629269504,0.39903476772330443,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,-0.09316436984850318,0.12474760989849987,-0.43154581162819916,0.12227859321456513,0,2,0,3,0,0,0,0
1,IFG,0.6284132340573632,-0.537864115303873,0.6396883692077249,0.3353522938756752,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.7198455926181744,-0.8833753297798621,-0.473504099573439,0.5039586259198909,0,0,2,3,NaN,0,NaN,0.4
5,IFG,0.032417122304639,-0.2916903147654367,0.9761276733318374,0.013917123577483537,0,3,0,2,0,0,0,0
10,STG,-0.4290909097435065,-0.6604235812183183,0.12841278696087882,0.988671820336254,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.6166974380095409,0.4740291705995512,-0.26293951820852307,1.06728749082004,0,0,3,2,NaN,0,NaN,0.6
50,STG,-0.8044234076858485,-0.6662232975702707,-0.9413656915153259,0.8547494264652788,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.833120435398852,0.4111448389652139,0.07082514708474563,0.7494706847902892,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.6629761245463953,-0.8422290630276835,0.31456994810461925,0.34456083390683206,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.6629651497648641,0.5451604057710373,0.814791600996786,0.520337758123015,0,0,3,2,NaN,0,NaN,0.6
500,STG,-0.29191659537735176,0.7414854112500843,0.33099911219722955,0.5580073734580875,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.3160751420302712,-0.5967124435369396,-0.34631987002530523,0.44978967234828593,0,0,3,2,NaN,0,NaN,0.6
1000,STG,-0.8610942636155552,0.1330123436610976,0.49276951037032346,0.321425296487847,0,2,0,3,0,0,0,0
1000,IFG,0.9683985343015562,-0.48444200799543446,-0.48419327032596315,0.4414078958940921,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.16648154079765454,-0.976936430651085,0.21073595588721428,0.26718682292306484,3,0,2,0,1,1,1,1
2500,IFG,-0.6756657673117711,0.9714811892574142,-0.942130553062785,0.40123623334106473,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.8763203147925097,-0.9858191870513004,0.4739035307601317,0.23620579863385804,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,0.935651552985296,0.7227631367389397,0.7788996818673313,0.7067547617610844,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,0.13144938884076093,-0.2736383741685983,-0.7480711436025417,0.4522721410664682,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,0.6784096563972043,0.9860750187108257,-0.19816665652250784,0.2494521527539953,2,0,3,0,1,1,1,1
10000,STG,-0.16739997983585922,0.4040170858413683,0.9955638594247078,0.6077549237846622,1,0,2,2,1,0.3333333333333333,0.5,0.6
10000,IFG,-0.27983687796472134,0.9854592456405372,-0.983303862229209,0.3270013077890209,2,0,3,0,1,1,1,1
1,STG,0.38031193327268076,-0.38381423658123515,0.9735381246203776,1.4238064196953126,3,1,1,0,0.75,1,0.8571428571428572,0.8
1,IFG,0.3500150754437805,-0.2646923214012684,-0.5282389437387466,1.3097879130266223,2,0,3,0,1,1,1,1
5,STG,0.868224296531324,0.9892729255361257,0.4357637669206018,1.0914039121795698,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,0.04708832901326722,-0.6704365101325969,-0.506806711568517,0.6663986004126946,0,0,3,2,NaN,0,NaN,0.6
10,STG,-0.5003409569689223,0.6717458020005431,-0.5532056870481482,1.310109627755568,0,2,0,3,0,0,0,0
10,IFG,0.04692264137720964,-0.3448706280979578,0.47037465615754037,0.21402681077168265,0,3,0,2,0,0,0,0
50,STG,-0.2511106941124126,0.009050074052667223,0.14241553537697335,0.4850065285419926,2,0,2,1,1,0.6666666666666666,0.8,0.8
50,IFG,-0.07715397406654476,0.26228493296807187,-0.9729362624783409,0.5987725498665518,2,0,3,0,1,1,1,1
100,STG,-0.04824409683506847,-0.23790673338277651,0.7450052869170418,0.5932268080014761,3,0,2,0,1,1,1,1
100,IFG,0.23520991982340608,0.6654552177256806,-0.03526046589762766,0.8207739908488285,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,0.9632363062012188,-0.7401176266445849,0.3184050738512201,0.45956176941897575,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.44818228130855586,0.9936619888904709,-0.6460601551089948,0.8443166424887619,2,0,3,0,1,1,1,1
1000,STG,-0.5403796460396455,-0.9115577948567704,0.8181256882758083,0.3239651286312205,3,0,2,0,1,1,1,1
1000,IFG,-0.9470057551786484,0.11237747737202895,0.6236501548497686,0.5395658213205603,0,0,3,2,NaN,0,NaN,0.6
2500,STG,-0.015891156120984573,0.04441362146434482,0.9705980280636819,0.49065285307848666,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,-0.5188963739535912,0.3035505151285157,-0.4681741036346205,0.2677420663840799,2,0,3,0,1,1,1,1
5000,STG,0.16765899530517842,-0.3214799580103535,0.9074787805205338,0.24191448262392448,3,2,0,0,0.6,1,0.7499999999999999,0.6
5000,IFG,-0.9350502919412149,-0.8548497942806677,-0.9274487565355147,0.4448102440641227,2,0,3,0,1,1,1,1
7500,STG,-0.7436931812767504,-0.13603854651929564,0.9986044169056051,0.23567676044428595,3,0,2,0,1,1,1,1
7500,IFG,-0.9123624454027719,0.8070660855912261,0.039455631194458066,0.22023278227757637,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.9330665242533054,-0.26333498048128745,0.7536010197082977,0.3539007691726176,0,0,2,3,NaN,0,NaN,0.4
10000,IFG,-0.7675759172531127,0.9013253829501662,-0.47004006950147637,0.2892596841739427,2,0,3,0,1,1,1,1
1,STG,0.6215477531872651,0.8135469823604478,-0.4717650637285473,0.03289957823852019,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,-0.05470871785151221,0.19353882878910406,-0.48023659653965334,0.24601700458517506,2,0,3,0,1,1,1,1
5,STG,-0.06636121579977772,-0.15903594081698058,-0.5305848833137715,0.03552217807161284,0,0,2,3,NaN,0,NaN,0.4
5,IFG,-0.5918056713313811,0.5175528476285832,0.9053999959522018,1.914745910766849,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.21912743538916438,0.9200983177614207,-0.7670307343366972,1.6971948229921627,0,2,0,3,0,0,0,0
10,IFG,-0.6926694470161406,0.0971950700147691,0.16951002402763982,0.7709165215335286,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.23672197998403988,-0.9959453525628803,-0.27134496036771677,0.6087125894924346,0,0,2,3,NaN,0,NaN,0.4
50,IFG,0.1456596412487939,0.18919746415608213,0.6817059224921836,1.3977985559742738,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,0.9801491227094405,-0.5262226732348823,0.9817382232490393,1.8825439934665502,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.008903226458316468,0.03546714602240923,0.48919312852381114,1.2674797268243976,0,3,0,2,0,0,0,0
500,STG,-0.43863840452804725,-0.8450423684139503,0.9956063603248255,0.3986613126079803,3,0,2,0,1,1,1,1
500,IFG,-0.07734783436924428,-0.8059750503364775,0.7855440693261051,0.612521440632469,0,3,0,2,0,0,0,0
1000,STG,0.7549438638015398,-0.32136280398296035,0.6297166875457643,0.7522521672524075,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.30254076650310313,0.8833532208863182,-0.9317929015104343,0.7324120845148004,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.5146829121790996,0.9196655925936064,0.3250726715432412,0.932655652327283,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,0.6689762824703737,0.9241702105445249,-0.4862607955192857,1.501965150624729,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.9993407982978938,-0.9120396343068464,0.016456936352449724,0.3485704030711795,3,0,2,0,1,1,1,1
5000,IFG,0.5613130513842634,0.4680611660169248,-0.8830556570236132,0.2816679258902902,2,0,3,0,1,1,1,1
7500,STG,0.31514351768710586,-0.9006615752878926,0.7037880656789177,0.44334037840488466,3,0,2,0,1,1,1,1
7500,IFG,-0.10433271125518745,0.7604550438595677,-0.9728612424030336,0.4388631720102011,2,3,0,0,0.4,1,0.5714285714285714,0.4
10000,STG,0.0702587967068711,-0.9941147854930856,0.5715247641556189,0.5416058953027865,3,0,2,0,1,1,1,1
10000,IFG,-0.19739997015311672,0.9882805214558077,-0.5306484644984558,0.33960063696757714,0,3,0,2,0,0,0,0
1,STG,0.7788601176299461,-0.12034794535650217,0.7332119409960376,0.6343583762504394,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.8636381953825918,0.8490119531620324,-0.08369820559334598,0.38394150927039083,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,-0.5079169909878282,-0.3946030666056499,-0.744528395514639,0.7402011199793368,0,0,2,3,NaN,0,NaN,0.4
5,IFG,0.3699934937389835,0.4389094189717554,-0.18982803563387884,1.328672815235281,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.7797920795884792,0.09812460419821159,0.16362755336145662,1.8706288930825108,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.4819287793866591,-0.310905386844158,0.6955740018885651,0.4520228032560789,0,2,1,2,0,0,0,0.2
50,STG,-0.5339078408227516,0.4211786093018677,0.30977233288342226,0.5321356913907942,0,0,2,3,NaN,0,NaN,0.4
50,IFG,-0.47657983171313306,0.2205832433026278,-0.5107417661482611,0.4615225258547322,0,0,3,2,NaN,0,NaN,0.6
100,STG,-0.07461692011531547,0.07454162225777092,0.9419232767337925,0.6154241427934012,3,2,0,0,0.6,1,0.7499999999999999,0.6
100,IFG,-0.20686397816059404,0.6834943816422022,-0.5595099597666826,0.35392546204811326,2,0,3,0,1,1,1,1
500,STG,0.9222904621292701,-0.41681100230592705,0.27011950547053337,0.40748875763878106,3,0,2,0,1,1,1,1
500,IFG,-0.9590936032347979,0.3817184150331275,-0.9778386727794506,0.41655777189206084,0,0,3,2,NaN,0,NaN,0.6
1000,STG,-0.24575420269467366,-0.9829541587808757,0.9734865762722902,0.6048915057437506,3,0,2,0,1,1,1,1
1000,IFG,0.9851391354477497,-0.6519442048112751,-0.5792200198623629,0.8252705586504491,0,2,1,2,0,0,0,0.2
2500,STG,0.8614844423892589,0.2241422435507288,0.9162428055284632,0.5754680632471131,3,2,0,0,0.6,1,0.7499999999999999,0.6
2500,IFG,0.0922848012647809,0.6714601577539867,-0.9065684778256919,0.5452278743688962,2,3,0,0,0.4,1,0.5714285714285714,0.4
5000,STG,-0.07726816670518388,-0.6543558682763176,0.9892399281369323,0.23104719739651053,3,0,2,0,1,1,1,1
5000,IFG,0.6117007471748201,-0.47401352338063374,-0.9546334350060237,0.39896473846223746,2,3,0,0,0.4,1,0.5714285714285714,0.4
7500,STG,-0.5951036739070464,0.014861596245022549,0.9780989258009966,0.6004128397745612,0,0,2,3,NaN,0,NaN,0.4
7500,IFG,-0.817700765317555,0.9271749359186024,-0.8611763525482881,0.24487971185207036,2,3,0,0,0.4,1,0.5714285714285714,0.4
10000,STG,0.4011783211931397,-0.9874240897461815,0.7870759169092348,0.2307078503511735,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,0.7203379431489789,0.7960181254161154,-0.9701005957581967,0.24530393752833662,0,0,3,2,NaN,0,NaN,0.6
1,STG,-0.6047043832454473,-0.5918714825421643,-0.37415473498178153,0.3007175764580336,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.635907274819985,0.3608938953583948,0.3135097402958502,0.08269000716650154,0,0,3,2,NaN,0,NaN,0.6
5,STG,0.36758890770050884,-0.47920318478182994,0.376616981445288,1.8643292910870422,3,2,0,0,0.6,1,0.7499999999999999,0.6
5,IFG,-0.5531433130633026,0.7572208309380359,0.6009183999439989,0.15035049756229446,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,-0.13473961685683014,0.666794821290178,-0.1356128266064938,1.7964414509086022,0,2,0,3,0,0,0,0
10,IFG,0.5971479453232909,-0.9796089190261211,0.30351327994437133,0.7964360562351209,0,3,0,2,0,0,0,0
50,STG,-0.20482518074034503,-0.3019058702764403,0.9230115028941208,0.410145014396883,3,0,2,0,1,1,1,1
50,IFG,-0.6369373415077987,-0.9428517904917545,0.20968410291150874,1.6861999027028771,0,0,3,2,NaN,0,NaN,0.6
100,STG,-0.009033107344670277,-0.892606936134214,-0.039719779735971766,1.9665868930545507,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.7279581227896365,0.4330561455282198,-0.9394444940916942,0.9136025304198251,2,0,3,0,1,1,1,1
500,STG,0.9269316528213363,0.6053717706818122,0.7225109199967157,0.6511259168800424,3,2,0,0,0.6,1,0.7499999999999999,0.6
500,IFG,-0.9976180546519966,0.6927298957030172,0.8931251897069373,1.71873290904685,0,0,3,2,NaN,0,NaN,0.6
1000,STG,-0.9936704517443231,0.7257063322505746,0.7975309405619954,0.30574502538462456,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.11871959934420502,0.009650156968011109,-0.8969966225041901,0.316661731857485,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.9731208133166578,0.9707869882415568,0.40992859838274387,0.5184235083893878,3,0,2,0,1,1,1,1
2500,IFG,-0.6327782160366747,0.9020970024105193,-0.06949378650298102,0.30960304075421485,2,0,3,0,1,1,1,1
5000,STG,-0.0381562708602341,-0.9586547765255126,0.9668509143066586,0.2410332994035007,3,0,2,0,1,1,1,1
5000,IFG,-0.8163311291786589,0.9537972455399997,-0.9100623870629521,1.0350549857649707,2,0,3,0,1,1,1,1
7500,STG,0.16454524980440371,-0.9546563470189795,0.946126938116633,0.2273654008723884,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.4714681914272253,0.8768509380445817,-0.9980676963212245,0.1991309921297766,0,0,3,2,NaN,0,NaN,0.6
10000,STG,0.2710357061687838,0.8880579139041029,0.852909330369483,1.082325912884948,2,0,2,1,1,0.6666666666666666,0.8,0.8
10000,IFG,0.3968455345026789,0.9847442358088416,-0.921558115741632,0.288077830927586,2,0,3,0,1,1,1,1
1,STG,-0.6882103641999304,-0.16249028516535713,-0.7417182771475824,1.7018523299029904,0,0,2,3,NaN,0,NaN,0.4
1,IFG,-0.006604468632745955,0.13104873658790162,0.4075644331409167,1.840761848846181,2,3,0,0,0.4,1,0.5714285714285714,0.4
5,STG,0.14787078688006464,0.23951436767666215,-0.700228184294375,1.2347659301359815,0,2,0,3,0,0,0,0
5,IFG,-0.728823034449484,-0.5173427037402867,0.8408378941743029,0.8698750072575816,0,2,1,2,0,0,0,0.2
10,STG,-0.11484072147902569,0.2508133321229146,0.03023232637322648,1.8086455654944322,0,2,0,3,0,0,0,0
10,IFG,-0.4219897756896077,-0.13059404994840573,-0.4829998078639397,1.7642185523712972,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.9911608514436119,-0.3673474558329952,-0.048355102803528824,1.7173494542234162,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,-0.8327882528206222,0.3521037849959761,0.913307544085322,0.7370847678454407,0,3,0,2,0,0,0,0
100,STG,-0.9351269202602559,-0.3606407333782173,0.6972095733248935,0.783813483093609,0,0,2,3,NaN,0,NaN,0.4
100,IFG,-0.20944683239222225,-0.024673179611336957,0.38569505801990506,1.1060479649958639,0,3,0,2,0,0,0,0
500,STG,-0.8864623764742017,0.1298760268881506,0.9571920605839019,0.6228693503839035,0,0,2,3,NaN,0,NaN,0.4
500,IFG,0.38624997625047947,0.9507693703753287,-0.8379223495378927,0.32041531640502985,2,0,3,0,1,1,1,1
1000,STG,-0.13897016074487928,0.9845300205741516,0.7646320600156736,0.6222211056882264,3,2,0,0,0.6,1,0.7499999999999999,0.6
1000,IFG,-0.45629407836489794,0.977904721778071,-0.870777261775145,0.27891407179199235,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.9611530840620496,-0.9456090211646064,0.99768254213306,0.32247646065606284,3,0,2,0,1,1,1,1
2500,IFG,-0.3367401421148403,0.5309707969016033,-0.8477512687776249,0.18425351040599508,0,0,3,2,NaN,0,NaN,0.6
5000,STG,0.02059756180762244,-0.8553476002123038,0.9434073685057383,0.20901235229138349,0,0,2,3,NaN,0,NaN,0.4
5000,IFG,-0.4335729026198899,0.975559712293269,-0.9873394068058905,0.26442965903848537,0,3,0,2,0,0,0,0
7500,STG,0.9923009821321183,-0.8921782368095573,0.9423803849773289,0.6667824115834733,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.9035377283250525,0.9604707311006456,-0.90948501033198,0.3060761393004021,2,0,3,0,1,1,1,1
10000,STG,0.8449517940487961,0.8690379832997728,-0.9989680023620537,0.43177945273086654,3,2,0,0,0.6,1,0.7499999999999999,0.6
10000,IFG,-0.9382226530732751,0.9715168780085981,-0.09288370266217619,0.23792506152300874,2,3,0,0,0.4,1,0.5714285714285714,0.4
1,STG,0.8254652594599386,-0.5140343515029309,0.8938752992888008,1.439644097329344,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.3240967053219239,-0.34622430015988837,-0.8167614150017983,0.8537637119796111,0,0,3,2,NaN,0,NaN,0.6
5,STG,-0.8767995755126639,-0.0507654689294814,-0.5700734032637602,0.7009021467944345,0,0,2,3,NaN,0,NaN,0.4
5,IFG,0.35112378563157076,-0.24828957892333436,-0.2099693547840773,1.4805692171191875,2,3,0,0,0.4,1,0.5714285714285714,0.4
10,STG,0.38265522383948053,0.8234049683200111,0.6983384920179561,0.3680130611028647,3,2,0,0,0.6,1,0.7499999999999999,0.6
10,IFG,-0.6417669043315506,-0.19386365472226447,-0.4200679971057908,1.0853343618745117,0,0,3,2,NaN,0,NaN,0.6
50,STG,0.9899819963250176,0.924003531148303,0.08263364013157248,0.7559412096467027,3,2,0,0,0.6,1,0.7499999999999999,0.6
50,IFG,0.000026917945815330135,0.17096872194894885,0.25948942831605704,0.40279834386131635,2,3,0,0,0.4,1,0.5714285714285714,0.4
100,STG,-0.5846555295078377,0.005121390728851434,-0.2807039179170244,1.5694783404766328,0,0,2,3,NaN,0,NaN,0.4
100,IFG,0.6934920424052362,0.32646661503042257,0.3615350883091026,0.43509604652187045,2,3,0,0,0.4,1,0.5714285714285714,0.4
500,STG,0.6138047771683278,-0.24369914468718162,0.11803807782049734,0.40517648275263174,0,0,2,3,NaN,0,NaN,0.4
500,IFG,0.47062689801842206,0.7485637004748025,0.6693513956374885,0.6337103570280311,2,3,0,0,0.4,1,0.5714285714285714,0.4
1000,STG,-0.979283983182723,-0.04039646352557033,0.9837128861672028,0.3706074594054027,2,0,2,1,1,0.6666666666666666,0.8,0.8
1000,IFG,-0.4675976464697108,-0.9941003483495612,-0.9375813095487934,0.5980733086411689,0,0,3,2,NaN,0,NaN,0.6
2500,STG,0.24823501506077572,-0.8779780530738183,-0.8067634061385882,0.5969002544601025,0,0,2,3,NaN,0,NaN,0.4
2500,IFG,0.4845312860776079,0.21868528327114328,-0.9914099344838259,0.3451810189428889,2,0,3,0,1,1,1,1
5000,STG,0.062368885497714625,-0.9210290073041972,0.4105189151192629,0.3447495282955473,3,0,2,0,1,1,1,1
5000,IFG,-0.4928536031572539,-0.25720355958928826,0.9977968259809749,0.7914605516912336,0,3,0,2,0,0,0,0
7500,STG,-0.17487946424264378,0.9628062272453861,0.9827879406367253,0.5450702374040725,3,2,0,0,0.6,1,0.7499999999999999,0.6
7500,IFG,-0.6748986210563798,-0.03114885995495699,-0.7626905762695961,0.2800352155055854,2,0,3,0,1,1,1,1
10000,STG,0.8940089095998367,-0.9313088363843175,0.8436319800098013,0.29518873949068025,3,0,2,0,1,1,1,1
10000,IFG,-0.9706353214153023,-0.5128171241083007,-0.8846521091267925,0.3711475412469989,2,0,3,0,1,1,1,1
1,STG,0.5504031716982163,0.7092813705062389,0.37788498807143184,0.9155965902530565,3,2,0,0,0.6,1,0.7499999999999999,0.6
1,IFG,0.6920209567060751,-0.16564883610743575,-0.814226982092682,0.5702264601352884,2,0,3,0,1,1,1,1
5,STG,0.21558539588953576,-0.5444875125547002,0.6817456486279776,0.42464153625076806,3,0,2,0,1,1,1,1
5,IFG,-0.6987304840728816,0.8602132647815122,-0.38590018874370924,1.1048668198877243,2,0,3,0,1,1,1,1
10,STG,-0.8726263280142472,-0.34159159738512823,-0.6604908524998951,0.9259283077269856,0,0,2,3,NaN,0,NaN,0.4
10,IFG,-0.20642071246297686,-0.6810758903924458,0.3736263169487299,1.5677648755026292,0,3,0,2,0,0,0,0
50,STG,-0.49892802413302273,0.858093565623677,-0.3759445510285869,1.25255091657329,0,2,0,3,0,0,0,0
50,IFG,-0.3171612676877155,-0.17885677869891917,0.39756617487749435,1.8126523003629806,0,3,0,2,0,0,0,0
100,STG,0.5944027465625547,0.26826827588859936,-0.9836101070342336,1.3859075808704937,0,2,0,3,0,0,0,0
